,fixture.id,fixture.referee,fixture.timezone,fixture.date,fixture.timestamp,fixture.periods.first,fixture.periods.second,fixture.venue.id,fixture.venue.name,fixture.venue.city,fixture.status.long,fixture.status.short,fixture.status.elapsed,league.id,league.name,league.country,league.logo,league.flag,league.season,league.round,teams.home.id,teams.home.name,teams.home.logo,teams.home.winner,teams.away.id,teams.away.name,teams.away.logo,teams.away.winner,goals.home,goals.away,score.halftime.home,score.halftime.away,score.fulltime.home,score.fulltime.away,score.extratime.home,score.extratime.away,score.penalty.home,score.penalty.away
0,522015,,UTC,2015-04-12T14:00:00+00:00,1428847200,1428847200,1428850800,,Kisapuisto,Lahti,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2015,Regular Season - 1,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,,2076,Kooteepee,https://media.api-sports.io/football/teams/2076.png,,1,1,0,0,1,1,,,,
1,522016,,UTC,2015-04-12T14:00:00+00:00,1428847200,1428847200,1428850800,618.0,Veritas Stadion,Åbo,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2015,Regular Season - 1,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,,689,SJK,https://media.api-sports.io/football/teams/689.png,,1,1,1,1,1,1,,,,
2,522017,,UTC,2015-04-12T14:00:00+00:00,1428847200,1428847200,1428850800,628.0,Rovaniemen Keskuskenttä,Rovaniemi,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2015,Regular Season - 1,1167,Rops,https://media.api-sports.io/football/teams/1167.png,False,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,1,3,0,2,1,3,,,,
3,522018,,UTC,2015-04-12T14:00:00+00:00,1428847200,1428847200,1428850800,,Jakobstads Centralplan,Jacobstad,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2015,Regular Season - 1,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,,1,1,1,0,1,1,,,,
4,522019,,UTC,2015-09-17T15:30:00+00:00,1442503800,1442503800,1442507400,,Sonera Stadium,Helsinki,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2015,Regular Season - 1,1172,HIFK Elsinki,https://media.api-sports.io/football/teams/1172.png,False,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,True,0,3,0,0,0,3,,,,
5,522020,,UTC,2015-09-17T15:30:00+00:00,1442503800,1442503800,1442507400,617.0,Tammelan Stadion,Tampere,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2015,Regular Season - 1,1163,Ilves Tampere,https://media.api-sports.io/football/teams/1163.png,True,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,1,0,0,0,1,0,,,,
6,522021,,UTC,2015-04-19T13:00:00+00:00,1429448400,1429448400,1429452000,,Wiklöf Holding Arena,Åland,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2015,Regular Season - 2,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,,1172,HIFK Elsinki,https://media.api-sports.io/football/teams/1172.png,,1,1,1,0,1,1,,,,
7,522022,,UTC,2015-04-19T13:00:00+00:00,1429448400,1429448400,1429452000,,Sonera Stadium,Helsinki,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2015,Regular Season - 2,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,,1,1,1,1,1,1,,,,
8,522023,,UTC,2015-04-19T13:00:00+00:00,1429448400,1429448400,1429452000,,Seinäjoen keskuskenttä,Seinäjoki,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2015,Regular Season - 2,689,SJK,https://media.api-sports.io/football/teams/689.png,True,1167,Rops,https://media.api-sports.io/football/teams/1167.png,False,1,0,0,0,1,0,,,,
9,522024,,UTC,2015-04-19T13:00:00+00:00,1429448400,1429448400,1429452000,8432.0,Arto Tolsa Areena,Kotka,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2015,Regular Season - 2,2076,Kooteepee,https://media.api-sports.io/football/teams/2076.png,False,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,True,0,1,0,0,0,1,,,,
