,fixture.id,fixture.referee,fixture.timezone,fixture.date,fixture.timestamp,fixture.periods.first,fixture.periods.second,fixture.venue.id,fixture.venue.name,fixture.venue.city,fixture.status.long,fixture.status.short,fixture.status.elapsed,league.id,league.name,league.country,league.logo,league.flag,league.season,league.round,teams.home.id,teams.home.name,teams.home.logo,teams.home.winner,teams.away.id,teams.away.name,teams.away.logo,teams.away.winner,goals.home,goals.away,score.halftime.home,score.halftime.away,score.fulltime.home,score.fulltime.away,score.extratime.home,score.extratime.away,score.penalty.home,score.penalty.away
0,562881,O. Hämäläinen,UTC,2020-07-01T15:30:00+00:00,1593617400,1593617400,1593621000,614.0,Tehtaan kenttä,Valkeakoski,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2020,Regular Season - 1,2080,haka,https://media.api-sports.io/football/teams/2080.png,,1169,Honka,https://media.api-sports.io/football/teams/1169.png,,1,1,1,0,1,1,,,,
1,562882,M. Al Emara,UTC,2020-07-01T15:30:00+00:00,1593617400,1593617400,1593621000,623.0,Lahden Stadion,Lahti,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2020,Regular Season - 1,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,False,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,0,4,0,2,0,4,,,,
2,562883,A. Munukka,UTC,2020-07-01T15:30:00+00:00,1593617400,1593617400,1593621000,615.0,Bolt Arena,Helsinki,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2020,Regular Season - 1,1172,HIFK Elsinki,https://media.api-sports.io/football/teams/1172.png,False,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,True,0,3,0,3,0,3,,,,
3,562884,V. Nevalainen,UTC,2020-07-01T15:30:00+00:00,1593617400,1593617400,1593621000,10606.0,Ratinan Stadion,Tammerfors,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2020,Regular Season - 1,1163,Ilves Tampere,https://media.api-sports.io/football/teams/1163.png,True,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,False,4,3,0,1,4,3,,,,
4,562885,P. Viljanen,UTC,2020-07-01T15:30:00+00:00,1593617400,1593617400,1593621000,629.0,OmaSP Stadion,Seinäjoki,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2020,Regular Season - 1,689,SJK,https://media.api-sports.io/football/teams/689.png,True,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,False,1,0,1,0,1,0,,,,
5,562886,M. Gestranius,UTC,2020-07-02T15:00:00+00:00,1593702000,1593702000,1593705600,618.0,Veritas Stadion,Åbo,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2020,Regular Season - 1,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,1167,Rops,https://media.api-sports.io/football/teams/1167.png,False,3,1,1,0,3,1,,,,
6,562887,P. Viljanen,UTC,2020-07-07T15:30:00+00:00,1594135800,1594135800,1594139400,622.0,Savon Sanomat Areena,Kuopio,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2020,Regular Season - 2,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,True,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,False,1,0,0,0,1,0,,,,
7,562888,J. Hyytiä,UTC,2020-07-07T15:30:00+00:00,1594135800,1594135800,1594139400,618.0,Veritas Stadion,Åbo,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2020,Regular Season - 2,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,False,1163,Ilves Tampere,https://media.api-sports.io/football/teams/1163.png,True,0,1,0,0,0,1,,,,
8,562889,V. Nevalainen,UTC,2020-07-08T15:30:00+00:00,1594222200,1594222200,1594225800,623.0,Lahden Stadion,Lahti,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2020,Regular Season - 2,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,,689,SJK,https://media.api-sports.io/football/teams/689.png,,0,0,0,0,0,0,,,,
9,562890,J. Järvinen,UTC,2020-07-08T15:30:00+00:00,1594222200,1594222200,1594225800,615.0,Bolt Arena,Helsinki,Match Finished,FT,90,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2020,Regular Season - 2,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,2080,haka,https://media.api-sports.io/football/teams/2080.png,False,3,1,1,0,3,1,,,,
