,Unnamed: 0,fixture.id,fixture.referee,fixture.timezone,fixture.date,fixture.timestamp,fixture.periods.first,fixture.periods.second,fixture.venue.id,fixture.venue.name,fixture.venue.city,fixture.status.long,fixture.status.short,fixture.status.elapsed,league.id,league.name,league.country,league.logo,league.flag,league.season,league.round,teams.home.id,teams.home.name,teams.home.logo,teams.home.winner,teams.away.id,teams.away.name,teams.away.logo,teams.away.winner,goals.home,goals.away,score.halftime.home,score.halftime.away,score.fulltime.home,score.fulltime.away,score.extratime.home,score.extratime.away,score.penalty.home,score.penalty.away,home.streak,away.streak,home.win.percent,away.win.percent,home.h2h.win.percent,away.h2h.win.percent,air.temp,cloud.amount,dewpoint.temp,rain.amount,rain.intensity,humidity,wind.speed,station.distance,team,opponent,home,result,streak,opp.streak,win.percent,opp.win.percent,h2h.win.percent,opp.h2h.win.percent,team.last.placement,opponent.last.placement
0,0,522609,,UTC,2012-04-15T15:30:00+00:00,1334503800,1334503800.0,1334507400.0,,Paavo Nurmi Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 1,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,False,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,,0,0,0.5,0.5,0.5,0.5,6.7,,-3.5,,,48.4,1.8800000000000001,4,Turku PS,MyPa,1,False,0,0,0.5,0.5,0.5,0.5,3,9
0,0,522609,,UTC,2012-04-15T15:30:00+00:00,1334503800,1334503800.0,1334507400.0,,Paavo Nurmi Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 1,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,False,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,,0,0,0.5,0.5,0.5,0.5,6.7,,-3.5,,,48.4,1.8800000000000001,4,MyPa,Turku PS,0,True,0,0,0.5,0.5,0.5,0.5,9,3
1,1,522610,,UTC,2012-04-15T15:30:00+00:00,1334503800,1334503800.0,1334507400.0,,Tapiolan Urheilupuisto,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 1,1169,Honka,https://media.api-sports.io/football/teams/1169.png,Draw,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,Draw,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0,0,0.5,0.5,0.5,0.5,8.455555555555556,,-1.0555555555555556,,,51.44444444444444,2.4444444444444446,4,Honka,vaasa PS,1,Draw,0,0,0.5,0.5,0.5,0.5,8,11
1,1,522610,,UTC,2012-04-15T15:30:00+00:00,1334503800,1334503800.0,1334507400.0,,Tapiolan Urheilupuisto,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 1,1169,Honka,https://media.api-sports.io/football/teams/1169.png,Draw,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,Draw,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0,0,0.5,0.5,0.5,0.5,8.455555555555556,,-1.0555555555555556,,,51.44444444444444,2.4444444444444446,4,vaasa PS,Honka,0,Draw,0,0,0.5,0.5,0.5,0.5,11,8
2,2,522611,,UTC,2012-04-15T15:30:00+00:00,1334503800,1334503800.0,1334507400.0,,Lahden Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 1,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,True,2080,haka,https://media.api-sports.io/football/teams/2080.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,0,0,0.5,0.5,0.5,0.5,7.529999999999999,1.7,-3.1100000000000003,,,47.0,1.61,3,FC Lahti,haka,1,True,0,0,0.5,0.5,0.5,0.5,13,10
2,2,522611,,UTC,2012-04-15T15:30:00+00:00,1334503800,1334503800.0,1334507400.0,,Lahden Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 1,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,True,2080,haka,https://media.api-sports.io/football/teams/2080.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,0,0,0.5,0.5,0.5,0.5,7.529999999999999,1.7,-3.1100000000000003,,,47.0,1.61,3,haka,FC Lahti,0,False,0,0,0.5,0.5,0.5,0.5,10,13
3,3,522612,,UTC,2012-04-15T15:30:00+00:00,1334503800,1334503800.0,1334507400.0,,Sonera Stadium,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 1,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,False,3.0,1.0,0.0,0.0,3.0,1.0,,,,,0,0,0.5,0.5,0.5,0.5,7.35,0.3,0.01000000000000002,,,59.9,,2,HJK helsinki,IFK Mariehamn,1,True,0,0,0.5,0.5,0.5,0.5,1,5
3,3,522612,,UTC,2012-04-15T15:30:00+00:00,1334503800,1334503800.0,1334507400.0,,Sonera Stadium,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 1,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,False,3.0,1.0,0.0,0.0,3.0,1.0,,,,,0,0,0.5,0.5,0.5,0.5,7.35,0.3,0.01000000000000002,,,59.9,,2,IFK Mariehamn,HJK helsinki,0,False,0,0,0.5,0.5,0.5,0.5,5,1
4,4,522613,,UTC,2012-04-15T15:30:00+00:00,1334503800,1334503800.0,1334507400.0,622.0,Savon Sanomat Areena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 1,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,Draw,1171,JJK,https://media.api-sports.io/football/teams/1171.png,Draw,2.0,2.0,0.0,0.0,2.0,2.0,,,,,0,0,0.5,0.5,0.5,0.5,2.2199999999999998,7.8,-0.19,,,84.2,3.1799999999999997,2,KuPS,JJK,1,Draw,0,0,0.5,0.5,0.5,0.5,4,7
4,4,522613,,UTC,2012-04-15T15:30:00+00:00,1334503800,1334503800.0,1334507400.0,622.0,Savon Sanomat Areena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 1,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,Draw,1171,JJK,https://media.api-sports.io/football/teams/1171.png,Draw,2.0,2.0,0.0,0.0,2.0,2.0,,,,,0,0,0.5,0.5,0.5,0.5,2.2199999999999998,7.8,-0.19,,,84.2,3.1799999999999997,2,JJK,KuPS,0,Draw,0,0,0.5,0.5,0.5,0.5,7,4
6,6,522615,,UTC,2012-04-18T15:30:00+00:00,1334763000,1334763000.0,1334766600.0,,Lahden Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 2,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,True,1169,Honka,https://media.api-sports.io/football/teams/1169.png,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,,1,0,1.0,0.0,0.5,0.5,2.74,7.4,-3.3,,,64.5,1.7700000000000002,3,FC Lahti,Honka,1,True,1,0,1.0,0.0,0.5,0.5,13,8
6,6,522615,,UTC,2012-04-18T15:30:00+00:00,1334763000,1334763000.0,1334766600.0,,Lahden Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 2,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,True,1169,Honka,https://media.api-sports.io/football/teams/1169.png,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,,1,0,1.0,0.0,0.5,0.5,2.74,7.4,-3.3,,,64.5,1.7700000000000002,3,Honka,FC Lahti,0,False,0,1,0.0,1.0,0.5,0.5,8,13
7,7,522616,,UTC,2012-04-19T15:30:00+00:00,1334849400,1334849400.0,1334853000.0,,Saviniemen jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 2,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,True,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,,1,0,1.0,0.5,0.5,0.5,4.4799999999999995,0.0,-1.77,,,63.9,3.5500000000000007,15,MyPa,FF Jaro,1,True,1,0,1.0,0.5,0.5,0.5,9,12
7,7,522616,,UTC,2012-04-19T15:30:00+00:00,1334849400,1334849400.0,1334853000.0,,Saviniemen jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 2,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,True,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,,1,0,1.0,0.5,0.5,0.5,4.4799999999999995,0.0,-1.77,,,63.9,3.5500000000000007,15,FF Jaro,MyPa,0,False,0,1,0.5,1.0,0.5,0.5,12,9
8,8,522617,,UTC,2012-04-19T15:30:00+00:00,1334849400,1334849400.0,1334853000.0,,Hietalahden jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 2,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,False,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,,0,0,0.0,0.5,0.5,0.5,7.37,0.0,-2.95,,,47.9,3.9300000000000006,1,vaasa PS,Inter Turku,1,False,0,0,0.0,0.5,0.5,0.5,11,2
8,8,522617,,UTC,2012-04-19T15:30:00+00:00,1334849400,1334849400.0,1334853000.0,,Hietalahden jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 2,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,False,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,,0,0,0.0,0.5,0.5,0.5,7.37,0.0,-2.95,,,47.9,3.9300000000000006,1,Inter Turku,vaasa PS,0,True,0,0,0.5,0.0,0.5,0.5,2,11
9,9,522618,,UTC,2012-04-19T15:30:00+00:00,1334849400,1334849400.0,1334853000.0,,Paavo Nurmi Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 2,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,True,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,,-1,1,0.0,1.0,0.5,0.5,7.609999999999999,,-3.9699999999999998,,,43.5,4.92,4,Turku PS,HJK helsinki,1,True,-1,1,0.0,1.0,0.5,0.5,3,1
9,9,522618,,UTC,2012-04-19T15:30:00+00:00,1334849400,1334849400.0,1334853000.0,,Paavo Nurmi Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 2,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,True,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,,-1,1,0.0,1.0,0.5,0.5,7.609999999999999,,-3.9699999999999998,,,43.5,4.92,4,HJK helsinki,Turku PS,0,False,1,-1,1.0,0.0,0.5,0.5,1,3
10,10,522619,,UTC,2012-04-19T15:30:00+00:00,1334849400,1334849400.0,1334853000.0,,Harjun stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 2,1171,JJK,https://media.api-sports.io/football/teams/1171.png,False,2080,haka,https://media.api-sports.io/football/teams/2080.png,True,1.0,4.0,0.0,1.0,1.0,4.0,,,,,0,-1,0.0,0.0,0.5,0.5,3.44,5.4,-3.2400000000000007,,,61.7,2.15,17,JJK,haka,1,False,0,-1,0.0,0.0,0.5,0.5,7,10
10,10,522619,,UTC,2012-04-19T15:30:00+00:00,1334849400,1334849400.0,1334853000.0,,Harjun stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 2,1171,JJK,https://media.api-sports.io/football/teams/1171.png,False,2080,haka,https://media.api-sports.io/football/teams/2080.png,True,1.0,4.0,0.0,1.0,1.0,4.0,,,,,0,-1,0.0,0.0,0.5,0.5,3.44,5.4,-3.2400000000000007,,,61.7,2.15,17,haka,JJK,0,True,-1,0,0.0,0.0,0.5,0.5,10,7
11,11,522620,,UTC,2012-04-19T15:30:00+00:00,1334849400,1334849400.0,1334853000.0,,Wiklöf Holding Arena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 2,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,Draw,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,Draw,1.0,1.0,1.0,1.0,1.0,1.0,,,,,-1,0,0.0,0.0,0.5,0.5,6.5,6.6,-1.77,,,55.5,4.000000000000001,3,IFK Mariehamn,KuPS,1,Draw,-1,0,0.0,0.0,0.5,0.5,5,4
11,11,522620,,UTC,2012-04-19T15:30:00+00:00,1334849400,1334849400.0,1334853000.0,,Wiklöf Holding Arena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 2,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,Draw,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,Draw,1.0,1.0,1.0,1.0,1.0,1.0,,,,,-1,0,0.0,0.0,0.5,0.5,6.5,6.6,-1.77,,,55.5,4.000000000000001,3,KuPS,IFK Mariehamn,0,Draw,0,-1,0.0,0.0,0.5,0.5,4,5
12,12,522621,,UTC,2012-04-22T15:30:00+00:00,1335108600,1335108600.0,1335112200.0,,Tapiolan Urheilupuisto,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 3,1169,Honka,https://media.api-sports.io/football/teams/1169.png,False,1171,JJK,https://media.api-sports.io/football/teams/1171.png,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,,-1,-1,0.0,0.0,0.5,0.5,12.388888888888888,,0.2222222222222222,,,43.333333333333336,3.6222222222222222,4,Honka,JJK,1,False,-1,-1,0.0,0.0,0.5,0.5,8,7
12,12,522621,,UTC,2012-04-22T15:30:00+00:00,1335108600,1335108600.0,1335112200.0,,Tapiolan Urheilupuisto,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 3,1169,Honka,https://media.api-sports.io/football/teams/1169.png,False,1171,JJK,https://media.api-sports.io/football/teams/1171.png,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,,-1,-1,0.0,0.0,0.5,0.5,12.388888888888888,,0.2222222222222222,,,43.333333333333336,3.6222222222222222,4,JJK,Honka,0,True,-1,-1,0.0,0.0,0.5,0.5,7,8
13,13,522622,,UTC,2012-04-22T15:30:00+00:00,1335108600,1335108600.0,1335112200.0,,Hietalahden jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 3,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,True,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,,-1,2,0.0,1.0,0.5,0.5,4.26,7.2,2.59,,,89.1,3.3199999999999994,1,vaasa PS,FC Lahti,1,True,-1,2,0.0,1.0,0.5,0.5,11,13
13,13,522622,,UTC,2012-04-22T15:30:00+00:00,1335108600,1335108600.0,1335112200.0,,Hietalahden jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 3,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,True,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,,-1,2,0.0,1.0,0.5,0.5,4.26,7.2,2.59,,,89.1,3.3199999999999994,1,FC Lahti,vaasa PS,0,False,2,-1,1.0,0.0,0.5,0.5,13,11
14,14,522623,,UTC,2012-04-22T15:30:00+00:00,1335108600,1335108600.0,1335112200.0,622.0,Savon Sanomat Areena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 3,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,Draw,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,Draw,1.0,1.0,0.0,1.0,1.0,1.0,,,,,0,1,0.0,0.5,0.5,0.5,9.33,0.0,1.4600000000000002,,,58.2,1.86,2,KuPS,Turku PS,1,Draw,0,1,0.0,0.5,0.5,0.5,4,3
14,14,522623,,UTC,2012-04-22T15:30:00+00:00,1335108600,1335108600.0,1335112200.0,622.0,Savon Sanomat Areena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 3,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,Draw,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,Draw,1.0,1.0,0.0,1.0,1.0,1.0,,,,,0,1,0.0,0.5,0.5,0.5,9.33,0.0,1.4600000000000002,,,58.2,1.86,2,Turku PS,KuPS,0,Draw,1,0,0.5,0.0,0.5,0.5,3,4
15,15,522624,,UTC,2012-04-22T15:30:00+00:00,1335108600,1335108600.0,1335112200.0,,Tehtaan kenttä,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 3,2080,haka,https://media.api-sports.io/football/teams/2080.png,False,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,,1,0,0.5,0.0,0.5,0.5,14.040000000000001,,3.8400000000000007,,,50.2,,22,haka,IFK Mariehamn,1,False,1,0,0.5,0.0,0.5,0.5,10,5
15,15,522624,,UTC,2012-04-22T15:30:00+00:00,1335108600,1335108600.0,1335112200.0,,Tehtaan kenttä,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 3,2080,haka,https://media.api-sports.io/football/teams/2080.png,False,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,,1,0,0.5,0.0,0.5,0.5,14.040000000000001,,3.8400000000000007,,,50.2,,22,IFK Mariehamn,haka,0,True,0,1,0.0,0.5,0.5,0.5,5,10
16,16,522625,,UTC,2012-04-22T15:30:00+00:00,1335108600,1335108600.0,1335112200.0,,Paavo Nurmi Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 3,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,,1,2,1.0,1.0,0.5,0.5,14.37,,3.87,,,49.4,3.0100000000000002,4,Inter Turku,MyPa,1,True,1,2,1.0,1.0,0.5,0.5,2,9
16,16,522625,,UTC,2012-04-22T15:30:00+00:00,1335108600,1335108600.0,1335112200.0,,Paavo Nurmi Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 3,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,,1,2,1.0,1.0,0.5,0.5,14.37,,3.87,,,49.4,3.0100000000000002,4,MyPa,Inter Turku,0,False,2,1,1.0,1.0,0.5,0.5,9,2
17,17,522626,,UTC,2012-04-23T15:30:00+00:00,1335195000,1335195000.0,1335198600.0,,Sonera Stadium,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 3,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,False,4.0,1.0,3.0,1.0,4.0,1.0,,,,,-1,-1,0.5,0.0,0.5,0.5,8.069999999999999,7.0,5.66,,,84.7,,2,HJK helsinki,FF Jaro,1,True,-1,-1,0.5,0.0,0.5,0.5,1,12
17,17,522626,,UTC,2012-04-23T15:30:00+00:00,1335195000,1335195000.0,1335198600.0,,Sonera Stadium,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 3,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,False,4.0,1.0,3.0,1.0,4.0,1.0,,,,,-1,-1,0.5,0.0,0.5,0.5,8.069999999999999,7.0,5.66,,,84.7,,2,FF Jaro,HJK helsinki,0,False,-1,-1,0.0,0.5,0.5,0.5,12,1
18,18,522627,,UTC,2012-04-29T15:30:00+00:00,1335713400,1335713400.0,1335717000.0,,Wiklöf Holding Arena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 4,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,Draw,1169,Honka,https://media.api-sports.io/football/teams/1169.png,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,-2,0.3333333333333333,0.0,0.5,0.5,8.09,0.0,-0.13000000000000003,,,56.1,4.770000000000001,3,IFK Mariehamn,Honka,1,Draw,1,-2,0.3333333333333333,0.0,0.5,0.5,5,8
18,18,522627,,UTC,2012-04-29T15:30:00+00:00,1335713400,1335713400.0,1335717000.0,,Wiklöf Holding Arena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 4,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,Draw,1169,Honka,https://media.api-sports.io/football/teams/1169.png,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,-2,0.3333333333333333,0.0,0.5,0.5,8.09,0.0,-0.13000000000000003,,,56.1,4.770000000000001,3,Honka,IFK Mariehamn,0,Draw,-2,1,0.0,0.3333333333333333,0.5,0.5,8,5
19,19,522628,,UTC,2012-04-29T15:30:00+00:00,1335713400,1335713400.0,1335717000.0,,Jakobstads Centralplan,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 4,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,True,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,-2,0,0.0,0.0,0.5,0.5,8.180000000000001,0.0,-4.0,,,41.8,2.13,22,FF Jaro,KuPS,1,True,-2,0,0.0,0.0,0.5,0.5,12,4
19,19,522628,,UTC,2012-04-29T15:30:00+00:00,1335713400,1335713400.0,1335717000.0,,Jakobstads Centralplan,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 4,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,True,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,-2,0,0.0,0.0,0.5,0.5,8.180000000000001,0.0,-4.0,,,41.8,2.13,22,KuPS,FF Jaro,0,False,0,-2,0.0,0.0,0.5,0.5,4,12
20,20,522629,,UTC,2012-04-29T15:30:00+00:00,1335713400,1335713400.0,1335717000.0,,Saviniemen jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 4,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,True,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,-1,1,0.6666666666666666,0.6666666666666666,0.5,0.5,12.27,0.0,-1.03,,,39.7,3.1000000000000005,15,MyPa,HJK helsinki,1,True,-1,1,0.6666666666666666,0.6666666666666666,0.5,0.5,9,1
20,20,522629,,UTC,2012-04-29T15:30:00+00:00,1335713400,1335713400.0,1335717000.0,,Saviniemen jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 4,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,True,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,-1,1,0.6666666666666666,0.6666666666666666,0.5,0.5,12.27,0.0,-1.03,,,39.7,3.1000000000000005,15,HJK helsinki,MyPa,0,False,1,-1,0.6666666666666666,0.6666666666666666,0.5,0.5,1,9
21,21,522630,,UTC,2012-04-29T15:30:00+00:00,1335713400,1335713400.0,1335717000.0,,Paavo Nurmi Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 4,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,True,2080,haka,https://media.api-sports.io/football/teams/2080.png,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,0,-1,0.3333333333333333,0.3333333333333333,0.5,0.5,12.139999999999999,0.0,-1.28,,,39.4,3.3600000000000003,4,Turku PS,haka,1,True,0,-1,0.3333333333333333,0.3333333333333333,0.5,0.5,3,10
