,Unnamed: 0,fixture.id,fixture.referee,fixture.timezone,fixture.date,fixture.timestamp,fixture.periods.first,fixture.periods.second,fixture.venue.id,fixture.venue.name,fixture.venue.city,fixture.status.long,fixture.status.short,fixture.status.elapsed,league.id,league.name,league.country,league.logo,league.flag,league.season,league.round,teams.home.id,teams.home.name,teams.home.logo,teams.home.winner,teams.away.id,teams.away.name,teams.away.logo,teams.away.winner,goals.home,goals.away,score.halftime.home,score.halftime.away,score.fulltime.home,score.fulltime.away,score.extratime.home,score.extratime.away,score.penalty.home,score.penalty.away,home.streak,away.streak,home.win.percent,away.win.percent,home.h2h.win.percent,away.h2h.win.percent,air.temp,cloud.amount,dewpoint.temp,rain.amount,rain.intensity,humidity,wind.speed,station.distance,team,opponent,home,result,streak,opp.streak,win.percent,opp.win.percent,h2h.win.percent,opp.h2h.win.percent,team.last.placement,opponent.last.placement
89,89,672657,"Jari Jarvinen, Finland",UTC,2021-07-19T15:30:00+00:00,1626708600,1626708600.0,1626712200.0,621.0,Arto Tolsa Areena,Kotka,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 15,2076,Kooteepee,https://media.api-sports.io/football/teams/2076.png,Draw,2080,haka,https://media.api-sports.io/football/teams/2080.png,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1,-2,0.17391304347826086,0.24242424242424243,1.0,0.0,20.82,6.6,9.629999999999999,,0.0,49.0,3.8900000000000006,9,haka,Kooteepee,0,Draw,-2,-1,0.24242424242424243,0.17391304347826086,0.0,1.0,10,13
90,90,672658,"Petri Viljanen, Finland",UTC,2021-07-23T15:30:00+00:00,1627054200,1627054200.0,1627057800.0,615.0,Bolt Arena,Helsinki,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 16,1172,HIFK Elsinki,https://media.api-sports.io/football/teams/1172.png,Draw,2076,Kooteepee,https://media.api-sports.io/football/teams/2076.png,Draw,2.0,2.0,1.0,1.0,2.0,2.0,,,,,1,0,0.2919254658385093,0.1702127659574468,0.5,0.25,21.360000000000003,0.9,5.9399999999999995,,0.0,36.7,4.819999999999999,2,HIFK Elsinki,Kooteepee,1,Draw,1,0,0.2919254658385093,0.1702127659574468,0.5,0.25,8,13
90,90,672658,"Petri Viljanen, Finland",UTC,2021-07-23T15:30:00+00:00,1627054200,1627054200.0,1627057800.0,615.0,Bolt Arena,Helsinki,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 16,1172,HIFK Elsinki,https://media.api-sports.io/football/teams/1172.png,Draw,2076,Kooteepee,https://media.api-sports.io/football/teams/2076.png,Draw,2.0,2.0,1.0,1.0,2.0,2.0,,,,,1,0,0.2919254658385093,0.1702127659574468,0.5,0.25,21.360000000000003,0.9,5.9399999999999995,,0.0,36.7,4.819999999999999,2,Kooteepee,HIFK Elsinki,0,Draw,0,1,0.1702127659574468,0.2919254658385093,0.25,0.5,13,8
91,91,672659,V. Nevalainen,UTC,2021-07-24T14:00:00+00:00,1627135200,1627135200.0,1627138800.0,629.0,OmaSP Stadion,Seinäjoki,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 16,689,SJK,https://media.api-sports.io/football/teams/689.png,True,2077,AC oulu,https://media.api-sports.io/football/teams/2077.png,False,3.0,2.0,1.0,0.0,3.0,2.0,,,,,1,1,0.415929203539823,0.16666666666666666,1.0,0.0,20.75,,8.7,0.0,0.0,46.1,2.4,24,SJK,AC oulu,1,True,1,1,0.415929203539823,0.16666666666666666,1.0,0.0,7,13
91,91,672659,V. Nevalainen,UTC,2021-07-24T14:00:00+00:00,1627135200,1627135200.0,1627138800.0,629.0,OmaSP Stadion,Seinäjoki,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 16,689,SJK,https://media.api-sports.io/football/teams/689.png,True,2077,AC oulu,https://media.api-sports.io/football/teams/2077.png,False,3.0,2.0,1.0,0.0,3.0,2.0,,,,,1,1,0.415929203539823,0.16666666666666666,1.0,0.0,20.75,,8.7,0.0,0.0,46.1,2.4,24,AC oulu,SJK,0,False,1,1,0.16666666666666666,0.415929203539823,0.0,1.0,13,7
92,92,672660,"Dennis Antamo, Finland",UTC,2021-07-24T14:00:00+00:00,1627135200,1627135200.0,1627138800.0,615.0,Bolt Arena,Helsinki,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 16,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,2080,haka,https://media.api-sports.io/football/teams/2080.png,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,,-1,0,0.5918367346938775,0.23880597014925373,0.8333333333333334,0.0,19.089999999999996,1.0,9.389999999999999,0.0,0.0,53.5,6.32,2,HJK helsinki,haka,1,True,-1,0,0.5918367346938775,0.23880597014925373,0.8333333333333334,0.0,1,10
92,92,672660,"Dennis Antamo, Finland",UTC,2021-07-24T14:00:00+00:00,1627135200,1627135200.0,1627138800.0,615.0,Bolt Arena,Helsinki,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 16,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,2080,haka,https://media.api-sports.io/football/teams/2080.png,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,,-1,0,0.5918367346938775,0.23880597014925373,0.8333333333333334,0.0,19.089999999999996,1.0,9.389999999999999,0.0,0.0,53.5,6.32,2,haka,HJK helsinki,0,False,0,-1,0.23880597014925373,0.5918367346938775,0.0,0.8333333333333334,10,1
93,93,672661,"Antti Munukka, Finland",UTC,2021-07-25T13:30:00+00:00,1627219800,1627219800.0,1627223400.0,,Wiklof Holding Arena,Mariehamn,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 16,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,False,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,,0,-1,0.3728813559322034,0.3698630136986301,0.3333333333333333,0.37037037037037035,22.76483516483517,0.0,13.985714285714291,,,57.78021978021978,4.49120879120879,3,IFK Mariehamn,Inter Turku,1,False,0,-1,0.3728813559322034,0.3698630136986301,0.3333333333333333,0.37037037037037035,9,2
93,93,672661,"Antti Munukka, Finland",UTC,2021-07-25T13:30:00+00:00,1627219800,1627219800.0,1627223400.0,,Wiklof Holding Arena,Mariehamn,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 16,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,False,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,,0,-1,0.3728813559322034,0.3698630136986301,0.3333333333333333,0.37037037037037035,22.76483516483517,0.0,13.985714285714291,,,57.78021978021978,4.49120879120879,3,Inter Turku,IFK Mariehamn,0,True,-1,0,0.3698630136986301,0.3728813559322034,0.37037037037037035,0.3333333333333333,2,9
94,94,672662,"Mohammad Al-Emara, Finland",UTC,2021-07-25T15:30:00+00:00,1627227000,1627227000.0,1627230600.0,622.0,Savon Sanomat Areena,Kuopio,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 16,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,True,1163,Ilves Tampere,https://media.api-sports.io/football/teams/1163.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,6,-1,0.4212328767123288,0.43005181347150256,0.2777777777777778,0.6111111111111112,24.184615384615388,2.087912087912088,11.373626373626369,,0.0,44.64835164835165,0.7780219780219777,2,KuPS,Ilves Tampere,1,True,6,-1,0.4212328767123288,0.43005181347150256,0.2777777777777778,0.6111111111111112,3,5
94,94,672662,"Mohammad Al-Emara, Finland",UTC,2021-07-25T15:30:00+00:00,1627227000,1627227000.0,1627230600.0,622.0,Savon Sanomat Areena,Kuopio,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 16,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,True,1163,Ilves Tampere,https://media.api-sports.io/football/teams/1163.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,6,-1,0.4212328767123288,0.43005181347150256,0.2777777777777778,0.6111111111111112,24.184615384615388,2.087912087912088,11.373626373626369,,0.0,44.64835164835165,0.7780219780219777,2,Ilves Tampere,KuPS,0,False,-1,6,0.43005181347150256,0.4212328767123288,0.6111111111111112,0.2777777777777778,5,3
95,95,672663,"Mattias Gestranius, Finland",UTC,2021-07-25T15:30:00+00:00,1627227000,1627227000.0,1627230600.0,616.0,Tapiolan Urheilupuisto,Esbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 16,1169,Honka,https://media.api-sports.io/football/teams/1169.png,Draw,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,Draw,1.0,1.0,1.0,0.0,1.0,1.0,,,,,1,0,0.4072164948453608,0.3822525597269625,0.47058823529411764,0.29411764705882354,23.049999999999997,0.0,11.359999999999998,,0.0,47.7,3.7600000000000002,1,Honka,FC Lahti,1,Draw,1,0,0.4072164948453608,0.3822525597269625,0.47058823529411764,0.29411764705882354,4,6
95,95,672663,"Mattias Gestranius, Finland",UTC,2021-07-25T15:30:00+00:00,1627227000,1627227000.0,1627230600.0,616.0,Tapiolan Urheilupuisto,Esbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 16,1169,Honka,https://media.api-sports.io/football/teams/1169.png,Draw,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,Draw,1.0,1.0,1.0,0.0,1.0,1.0,,,,,1,0,0.4072164948453608,0.3822525597269625,0.47058823529411764,0.29411764705882354,23.049999999999997,0.0,11.359999999999998,,0.0,47.7,3.7600000000000002,1,FC Lahti,Honka,0,Draw,0,1,0.3822525597269625,0.4072164948453608,0.29411764705882354,0.47058823529411764,6,4
96,96,672664,"Oliver Reitala, Finland",UTC,2021-07-30T15:30:00+00:00,1627659000,1627659000.0,1627662600.0,623.0,Lahden Stadion,Lahti,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 17,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,True,2076,Kooteepee,https://media.api-sports.io/football/teams/2076.png,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,,0,0,0.38095238095238093,0.16666666666666666,0.3333333333333333,0.0,16.169999999999998,6.7,14.450000000000003,,0.35,89.3,,1,FC Lahti,Kooteepee,1,True,0,0,0.38095238095238093,0.16666666666666666,0.3333333333333333,0.0,6,13
96,96,672664,"Oliver Reitala, Finland",UTC,2021-07-30T15:30:00+00:00,1627659000,1627659000.0,1627662600.0,623.0,Lahden Stadion,Lahti,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 17,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,True,2076,Kooteepee,https://media.api-sports.io/football/teams/2076.png,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,,0,0,0.38095238095238093,0.16666666666666666,0.3333333333333333,0.0,16.169999999999998,6.7,14.450000000000003,,0.35,89.3,,1,Kooteepee,FC Lahti,0,False,0,0,0.16666666666666666,0.38095238095238093,0.0,0.3333333333333333,13,6
97,97,672665,A. Munukka,UTC,2021-07-30T15:30:00+00:00,1627659000,1627659000.0,1627662600.0,10606.0,Ratinan Stadion,Tammerfors,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 17,1163,Ilves Tampere,https://media.api-sports.io/football/teams/1163.png,True,2077,AC oulu,https://media.api-sports.io/football/teams/2077.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,-2,-1,0.42783505154639173,0.15384615384615385,1.0,0.0,17.04,8.0,11.75,,0.0,71.2,,4,Ilves Tampere,AC oulu,1,True,-2,-1,0.42783505154639173,0.15384615384615385,1.0,0.0,5,13
97,97,672665,A. Munukka,UTC,2021-07-30T15:30:00+00:00,1627659000,1627659000.0,1627662600.0,10606.0,Ratinan Stadion,Tammerfors,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 17,1163,Ilves Tampere,https://media.api-sports.io/football/teams/1163.png,True,2077,AC oulu,https://media.api-sports.io/football/teams/2077.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,-2,-1,0.42783505154639173,0.15384615384615385,1.0,0.0,17.04,8.0,11.75,,0.0,71.2,,4,AC oulu,Ilves Tampere,0,False,-1,-2,0.15384615384615385,0.42783505154639173,0.0,1.0,13,5
98,98,672666,"Dennis Antamo, Finland",UTC,2021-07-31T14:00:00+00:00,1627740000,1627740000.0,1627743600.0,615.0,Bolt Arena,Helsinki,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 17,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,Draw,689,SJK,https://media.api-sports.io/football/teams/689.png,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,2,0.5932203389830508,0.4185022026431718,0.75,0.1,19.36,3.1,15.150000000000002,0.0,0.0,76.9,5.040000000000001,2,HJK helsinki,SJK,1,Draw,1,2,0.5932203389830508,0.4185022026431718,0.75,0.1,1,7
98,98,672666,"Dennis Antamo, Finland",UTC,2021-07-31T14:00:00+00:00,1627740000,1627740000.0,1627743600.0,615.0,Bolt Arena,Helsinki,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 17,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,Draw,689,SJK,https://media.api-sports.io/football/teams/689.png,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,2,0.5932203389830508,0.4185022026431718,0.75,0.1,19.36,3.1,15.150000000000002,0.0,0.0,76.9,5.040000000000001,2,SJK,HJK helsinki,0,Draw,2,1,0.4185022026431718,0.5932203389830508,0.1,0.75,7,1
101,101,672669,"Dennis Antamo, Finland",UTC,2021-08-02T15:30:00+00:00,1627918200,1627918200.0,1627921800.0,618.0,Veritas Stadion,Åbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 17,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,Draw,1169,Honka,https://media.api-sports.io/football/teams/1169.png,Draw,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1,0,0.3720136518771331,0.40512820512820513,0.16666666666666666,0.5555555555555556,20.07,7.1,9.72,,0.0,51.5,2.8299999999999996,6,Inter Turku,Honka,1,Draw,1,0,0.3720136518771331,0.40512820512820513,0.16666666666666666,0.5555555555555556,2,4
101,101,672669,"Dennis Antamo, Finland",UTC,2021-08-02T15:30:00+00:00,1627918200,1627918200.0,1627921800.0,618.0,Veritas Stadion,Åbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 17,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,Draw,1169,Honka,https://media.api-sports.io/football/teams/1169.png,Draw,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1,0,0.3720136518771331,0.40512820512820513,0.16666666666666666,0.5555555555555556,20.07,7.1,9.72,,0.0,51.5,2.8299999999999996,6,Honka,Inter Turku,0,Draw,0,1,0.40512820512820513,0.3720136518771331,0.5555555555555556,0.16666666666666666,4,2
103,103,672671,P. Viljanen,UTC,2021-08-07T12:00:00+00:00,1628337600,1628337600.0,1628341200.0,627.0,Raatin stadion,Oulu,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 18,2077,AC oulu,https://media.api-sports.io/football/teams/2077.png,True,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,-2,-1,0.14285714285714285,0.3716216216216216,0.0,1.0,23.750000000000004,0.0,6.74,0.0,0.0,33.5,3.6099999999999994,10,AC oulu,IFK Mariehamn,1,True,-2,-1,0.14285714285714285,0.3716216216216216,0.0,1.0,13,9
103,103,672671,P. Viljanen,UTC,2021-08-07T12:00:00+00:00,1628337600,1628337600.0,1628341200.0,627.0,Raatin stadion,Oulu,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 18,2077,AC oulu,https://media.api-sports.io/football/teams/2077.png,True,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,-2,-1,0.14285714285714285,0.3716216216216216,0.0,1.0,23.750000000000004,0.0,6.74,0.0,0.0,33.5,3.6099999999999994,10,IFK Mariehamn,AC oulu,0,False,-1,-2,0.3716216216216216,0.14285714285714285,1.0,0.0,9,13
104,104,672672,"Ville Nevalainen, Finland",UTC,2021-08-07T14:00:00+00:00,1628344800,1628344800.0,1628348400.0,621.0,Arto Tolsa Areena,Kotka,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 18,2076,Kooteepee,https://media.api-sports.io/football/teams/2076.png,False,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,,-1,0,0.16326530612244897,0.5912162162162162,0.0,0.75,15.65,8.0,15.319999999999999,2.5,1.29,97.7,8.77,9,Kooteepee,HJK helsinki,1,False,-1,0,0.16326530612244897,0.5912162162162162,0.0,0.75,13,1
104,104,672672,"Ville Nevalainen, Finland",UTC,2021-08-07T14:00:00+00:00,1628344800,1628344800.0,1628348400.0,621.0,Arto Tolsa Areena,Kotka,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 18,2076,Kooteepee,https://media.api-sports.io/football/teams/2076.png,False,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,,-1,0,0.16326530612244897,0.5912162162162162,0.0,0.75,15.65,8.0,15.319999999999999,2.5,1.29,97.7,8.77,9,HJK helsinki,Kooteepee,0,True,0,-1,0.5912162162162162,0.16326530612244897,0.75,0.0,1,13
105,105,672673,"Oskari Hamalainen, Finland",UTC,2021-08-08T13:00:00+00:00,1628427600,1628427600.0,1628431200.0,614.0,Tehtaan kenttä,Valkeakoski,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 18,2080,haka,https://media.api-sports.io/football/teams/2080.png,True,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,-1,0,0.23529411764705882,0.3707482993197279,0.0,1.0,21.14,,14.569999999999999,0.0,0.0,66.2,,22,haka,Inter Turku,1,True,-1,0,0.23529411764705882,0.3707482993197279,0.0,1.0,10,2
105,105,672673,"Oskari Hamalainen, Finland",UTC,2021-08-08T13:00:00+00:00,1628427600,1628427600.0,1628431200.0,614.0,Tehtaan kenttä,Valkeakoski,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 18,2080,haka,https://media.api-sports.io/football/teams/2080.png,True,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,-1,0,0.23529411764705882,0.3707482993197279,0.0,1.0,21.14,,14.569999999999999,0.0,0.0,66.2,,22,Inter Turku,haka,0,False,0,-1,0.3707482993197279,0.23529411764705882,1.0,0.0,2,10
106,106,672674,"Jari Jarvinen, Finland",UTC,2021-08-08T15:30:00+00:00,1628436600,1628436600.0,1628440200.0,12286.0,Väre Areena,Kuopio,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 18,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,Draw,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,Draw,2.0,2.0,2.0,1.0,2.0,2.0,,,,,7,1,0.4232081911262799,0.38305084745762713,0.38461538461538464,0.34615384615384615,20.93076923076923,2.4395604395604398,17.037362637362634,,0.0,78.42857142857143,3.4901098901098924,2,KuPS,FC Lahti,1,Draw,7,1,0.4232081911262799,0.38305084745762713,0.38461538461538464,0.34615384615384615,3,6
106,106,672674,"Jari Jarvinen, Finland",UTC,2021-08-08T15:30:00+00:00,1628436600,1628436600.0,1628440200.0,12286.0,Väre Areena,Kuopio,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 18,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,Draw,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,Draw,2.0,2.0,2.0,1.0,2.0,2.0,,,,,7,1,0.4232081911262799,0.38305084745762713,0.38461538461538464,0.34615384615384615,20.93076923076923,2.4395604395604398,17.037362637362634,,0.0,78.42857142857143,3.4901098901098924,2,FC Lahti,KuPS,0,Draw,1,7,0.38305084745762713,0.4232081911262799,0.34615384615384615,0.38461538461538464,6,3
107,107,672675,"Hyytia Jouni, Finland",UTC,2021-08-08T15:30:00+00:00,1628436600,1628436600.0,1628440200.0,616.0,Tapiolan Urheilupuisto,Esbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 18,1169,Honka,https://media.api-sports.io/football/teams/1169.png,True,1163,Ilves Tampere,https://media.api-sports.io/football/teams/1163.png,False,4.0,1.0,1.0,0.0,4.0,1.0,,,,,0,1,0.4030612244897959,0.4307692307692308,0.5,0.25,18.849999999999998,6.2,12.680000000000001,,0.0,67.5,1.39,1,Honka,Ilves Tampere,1,True,0,1,0.4030612244897959,0.4307692307692308,0.5,0.25,4,5
107,107,672675,"Hyytia Jouni, Finland",UTC,2021-08-08T15:30:00+00:00,1628436600,1628436600.0,1628440200.0,616.0,Tapiolan Urheilupuisto,Esbo,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 18,1169,Honka,https://media.api-sports.io/football/teams/1169.png,True,1163,Ilves Tampere,https://media.api-sports.io/football/teams/1163.png,False,4.0,1.0,1.0,0.0,4.0,1.0,,,,,0,1,0.4030612244897959,0.4307692307692308,0.5,0.25,18.849999999999998,6.2,12.680000000000001,,0.0,67.5,1.39,1,Ilves Tampere,Honka,0,False,1,0,0.4307692307692308,0.4030612244897959,0.25,0.5,5,4
108,108,672676,"Ville Nevalainen, Finland",UTC,2021-08-13T15:30:00+00:00,1628868600,1628868600.0,1628872200.0,623.0,Lahden Stadion,Lahti,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 19,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,False,2080,haka,https://media.api-sports.io/football/teams/2080.png,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,,0,1,0.38175675675675674,0.2463768115942029,0.3333333333333333,0.16666666666666666,18.540000000000003,6.7,13.129999999999999,,0.0,70.7,,1,FC Lahti,haka,1,False,0,1,0.38175675675675674,0.2463768115942029,0.3333333333333333,0.16666666666666666,6,10
108,108,672676,"Ville Nevalainen, Finland",UTC,2021-08-13T15:30:00+00:00,1628868600,1628868600.0,1628872200.0,623.0,Lahden Stadion,Lahti,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 19,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,False,2080,haka,https://media.api-sports.io/football/teams/2080.png,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,,0,1,0.38175675675675674,0.2463768115942029,0.3333333333333333,0.16666666666666666,18.540000000000003,6.7,13.129999999999999,,0.0,70.7,,1,haka,FC Lahti,0,True,1,0,0.2463768115942029,0.38175675675675674,0.16666666666666666,0.3333333333333333,10,6
109,109,672677,D. Antamo,UTC,2021-08-14T14:00:00+00:00,1628949600,1628949600.0,1628953200.0,627.0,Raatin stadion,Oulu,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 19,2077,AC oulu,https://media.api-sports.io/football/teams/2077.png,True,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,1,-1,0.2,0.3694915254237288,0.5,0.5,16.689999999999998,7.0,16.689999999999998,16.400000000000002,9.629999999999999,100.0,1.4199999999999997,10,AC oulu,Inter Turku,1,True,1,-1,0.2,0.3694915254237288,0.5,0.5,13,2
109,109,672677,D. Antamo,UTC,2021-08-14T14:00:00+00:00,1628949600,1628949600.0,1628953200.0,627.0,Raatin stadion,Oulu,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2021,Regular Season - 19,2077,AC oulu,https://media.api-sports.io/football/teams/2077.png,True,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,1,-1,0.2,0.3694915254237288,0.5,0.5,16.689999999999998,7.0,16.689999999999998,16.400000000000002,9.629999999999999,100.0,1.4199999999999997,10,Inter Turku,AC oulu,0,False,-1,1,0.3694915254237288,0.2,0.5,0.5,2,13
